[DEBUG] 2018-05-07 16:05:13.043 [http-nio-8080-exec-10] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@5195e729
[DEBUG] 2018-05-07 16:05:13.043 [http-nio-8080-exec-10] BasicTypeRegistry - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@5195e729
[DEBUG] 2018-05-07 16:05:13.043 [http-nio-8080-exec-10] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@12ca279e
[DEBUG] 2018-05-07 16:05:13.043 [http-nio-8080-exec-10] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@12ca279e
[DEBUG] 2018-05-07 16:05:13.043 [http-nio-8080-exec-10] BasicTypeRegistry - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@12ca279e
[DEBUG] 2018-05-07 16:05:13.043 [http-nio-8080-exec-10] BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@243ca252
[DEBUG] 2018-05-07 16:05:13.043 [http-nio-8080-exec-10] BasicTypeRegistry - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@243ca252
[DEBUG] 2018-05-07 16:05:13.043 [http-nio-8080-exec-10] BasicTypeRegistry - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@649d272
[DEBUG] 2018-05-07 16:05:13.043 [http-nio-8080-exec-10] BasicTypeRegistry - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@649d272
[DEBUG] 2018-05-07 16:05:13.043 [http-nio-8080-exec-10] BasicTypeRegistry - Adding type registration string -> org.hibernate.type.StringType@43122ec9
[DEBUG] 2018-05-07 16:05:13.043 [http-nio-8080-exec-10] BasicTypeRegistry - Adding type registration java.lang.String -> org.hibernate.type.StringType@43122ec9
[DEBUG] 2018-05-07 16:05:13.043 [http-nio-8080-exec-10] BasicTypeRegistry - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@2d4854e
[DEBUG] 2018-05-07 16:05:13.043 [http-nio-8080-exec-10] BasicTypeRegistry - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@61b060c9
[DEBUG] 2018-05-07 16:05:13.043 [http-nio-8080-exec-10] BasicTypeRegistry - Adding type registration url -> org.hibernate.type.UrlType@499ed204
[DEBUG] 2018-05-07 16:05:13.044 [http-nio-8080-exec-10] BasicTypeRegistry - Adding type registration java.net.URL -> org.hibernate.type.UrlType@499ed204
[DEBUG] 2018-05-07 16:05:13.044 [http-nio-8080-exec-10] BasicTypeRegistry - Adding type registration Duration -> org.hibernate.type.DurationType@36fbfbc0
